Type,SKU,Name,Published,Featured,Catalog visibility,Price,Regular price,Sale price,Images,Categories,Tags,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s),Attribute 5 name,Attribute 5 value(s),Attribute 6 name,Attribute 6 value(s),Attribute 7 name,Attribute 7 value(s),Attribute 8 name,Attribute 8 value(s),Attribute 9 name,Attribute 9 value(s),Attribute 10 name,Attribute 10 value(s),Attribute 11 name,Attribute 11 value(s),Attribute 12 name,Attribute 12 value(s),Attribute 13 name,Attribute 13 value(s),Attribute 14 name,Attribute 14 value(s),Attribute 15 name,Attribute 15 value(s),Attribute 16 name,Attribute 16 value(s),Attribute 17 name,Attribute 17 value(s),Attribute 18 name,Attribute 18 value(s),Attribute 19 name,Attribute 19 value(s),Attribute 20 name,Attribute 20 value(s),Attribute 21 name,Attribute 21 value(s),Attribute 22 name,Attribute 22 value(s),Attribute 23 name,Attribute 23 value(s),Attribute 24 name,Attribute 24 value(s),Attribute 25 name,Attribute 25 value(s),Attribute 26 name,Attribute 26 value(s),Attribute 27 name,Attribute 27 value(s),Attribute 28 name,Attribute 28 value(s),Attribute 29 name,Attribute 29 value(s),Attribute 30 name,Attribute 30 value(s),Attribute 31 name,Attribute 31 value(s),Attribute 32 name,Attribute 32 value(s),Attribute 33 name,Attribute 33 value(s),Attribute 34 name,Attribute 34 value(s),Attribute 35 name,Attribute 35 value(s),Attribute 36 name,Attribute 36 value(s)
simple,HBJ534ES0,FOUR BOSCH ENCASTRABLE  HBJ534ES0,1,0,visible,,9200,5499,"https://electroclub.ma/13549-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/13548-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/13547-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/13546-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/13545-large_default/four-bosch-electrique-mfonction-inox.jpg",Not found,,Marque,Bosch,Reference fournisseur,HBJ534ES0,Nb de programmes,10,Garantie,2 Ans,Hauteur (cm),59|5,Finition,Inox,Classe énergétique,A,Minuteur,Oui,Nettoyage du four,ECOCLEAN,Eclairage,Oui,Type de cuisson,Multifonction,Poids (KG),32,Largeur,59.5 cm,Profondeur,54.8 cm,Afficheur,OUI,Type du four,Electrique,Mode de cuisson,Air Pulsé 3D,Type d&#039;installation,Encastrable,Volume du four,66 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,HAHG6BR4S2X,PLAQUE 60CM FONTE HAHG6BR4S2X,1,0,visible,,2599,,"https://electroclub.ma/9555-large_default/bosch-pcq7a5b90.jpg,https://electroclub.ma/9556-large_default/bosch-pcq7a5b90.jpg,https://electroclub.ma/9557-large_default/bosch-pcq7a5b90.jpg,https://electroclub.ma/9558-large_default/bosch-pcq7a5b90.jpg,https://electroclub.ma/9559-large_default/bosch-pcq7a5b90.jpg",Not found,,Marque,Haier,Reference fournisseur,HAHG6BR4S2X,Garantie,3 Ans,Marque,Haier,Hauteur (cm),10,Largeur (cm),59.4,Profondeur (cm),51,Finition,Inox,Type de foyer(s),Gaz,Nombre de foyers,4,Nature de commande,Manette,Securite thermocouple,Oui,Allumage electrique,Oui,Type de grilles,Fonte,Poids (KG),11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,HBF512BB1T,FOUR BOSCH ENCASTRABLE HBF512BB1T,1,0,visible,,4199,,"https://electroclub.ma/13711-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/13712-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/13713-large_default/four-bosch-electrique-mfonction-inox.jpg",Not found,,Marque,Bosch,Reference fournisseur,HBF512BB1T,Nb de programmes,7,Garantie,2 Ans,Classe énergétique,A,Puissance,3300 W,Nettoyage du four,Catalyse,Eclairage,Oui,Type de cuisson,Multifonction,Poids (KG),32,Hauteur,59.5 cm,Largeur,59.5 cm,Profondeur,54.8 cm,Afficheur,OUI,Type du four,Electrique,Type d&#039;installation,Encastrable,Volume du four,66 L,Couleur de la façade,Acier Inoxydable|Noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,HAHG7W5HEB,PLAQUE 75CM FONTE HAHG7W5HEB,1,0,visible,,3499,,"https://electroclub.ma/9565-large_default/bosch-pcq7a5b90.jpg,https://electroclub.ma/9566-large_default/bosch-pcq7a5b90.jpg,https://electroclub.ma/9567-large_default/bosch-pcq7a5b90.jpg,https://electroclub.ma/9568-large_default/bosch-pcq7a5b90.jpg,https://electroclub.ma/9569-large_default/bosch-pcq7a5b90.jpg",Not found,,Marque,Haier,Reference fournisseur,HAHG7W5HEB,Garantie,3 Ans,Marque,Haier,Hauteur (cm),15.3,Largeur (cm),75,Profondeur (cm),51,Finition,INOX|NOIR,Type de foyer(s),Gaz,Nombre de foyers,5,Nature de commande,Manette,Securite thermocouple,Oui,Allumage electrique,Oui,Type de grilles,Fonte,Poids (KG),14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,HBF512BS1T,FOUR BOSCH ENCASTRABLE  HBF512BS1T,1,0,visible,,3999,,"https://electroclub.ma/13717-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/13718-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/13719-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/13720-large_default/four-bosch-electrique-mfonction-inox.jpg",Not found,,Marque,Bosch,Reference fournisseur,HBF512BS1T,Nb de programmes,7,Garantie,2 Ans,Classe énergétique,A,Nettoyage du four,Catalyse,Eclairage,Oui,Type de cuisson,Multifonction,Hauteur,59.5 cm,Largeur,59.5 cm,Profondeur,54.8 cm,Afficheur,OUI,Type du four,Electrique,Type d&#039;installation,Encastrable,Volume du four,71,Couleur de la façade,Acier Inoxydable|Noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,HAH64EXCP,PLAQUE 60CM VITROCERAMIQUE HAH64EXCP,1,0,visible,,3499,,"https://electroclub.ma/9574-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/9575-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/9576-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/9577-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/9578-large_default/bosch-pkf645b17e.jpg",Encastrable,,Marque,Haier,Reference fournisseur,HAH64EXCP,Garantie,3 Ans,Marque,Haier,Hauteur (cm),5.3,Largeur (cm),59,Profondeur (cm),52,Finition,Noir,Minuteur,Oui,Type de foyer(s),Electrique,Nombre de foyers,4,Type de plaque,Vitroceramique,Nature de commande,Tactile,Securite thermocouple,Non,Allumage electrique,Oui,Disposition des commandes,Frontale,Poids (KG),8.64 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,HBG278EB0,FOUR BOSCH ENCASTRABLE  HBG278EB0,1,0,visible,,8999,,"https://electroclub.ma/13729-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/13731-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/13730-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/13732-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/13722-large_default/four-bosch-electrique-mfonction-inox.jpg",Not found,,Marque,Bosch,Reference fournisseur,HBG278EB0,Garantie,2 Ans,Hauteur (cm),59|5,Finition,Noir,Classe énergétique,A,Poids en kg,38|7,Minuteur,Oui,Nettoyage du four,A pyrolyse,Eclairage,Oui,Type de cuisson,Multifonction,Nombre de mode cuisson,10,Largeur,59.5 cm,Profondeur,54.8 cm,Afficheur,OUI,Type du four,Electrique,Type d&#039;installation,Encastrable,Volume du four,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,HAVG6BF4HB,PLAQUE 60CM FONTE HAVG6BF4HB,1,0,visible,,3099,,"https://electroclub.ma/9584-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/9585-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/9586-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/9587-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/9588-large_default/bosch-pkf645b17e.jpg",Encastrable,,Marque,Haier,Reference fournisseur,HAVG6BF4HB,Garantie,3 Ans,Marque,Haier,Hauteur (cm),5.8,Largeur (cm),59,Profondeur (cm),56,Finition,Noir,Minuteur,Oui,Type de foyer(s),Gaz,Nombre de foyers,4,Nature de commande,Manette,Securite thermocouple,Non,Allumage electrique,Oui,Disposition des commandes,Frontale,Poids (KG),14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,HWO60SM5B5BH,FOUR ENCASTRABLE HAIER HWO60SM5B5BH,1,0,visible,,4799,,"https://electroclub.ma/13760-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/13761-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/13762-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/13763-large_default/four-bosch-electrique-mfonction-inox.jpg",Not found,,Marque,Haier,Reference fournisseur,HWO60SM5B5BH,Nb de programmes,9,Garantie,3 Ans,Marque,Haier,Classe énergétique,A+,Connectivite,Catalyse,Eclairage,Oui,Type de cuisson,Multifonction,Poids (KG),32,Hauteur,59.5 cm,Largeur,59.5 cm,Profondeur,56 cm,Afficheur,OUI,Type du four,Electrique,Mode de cuisson,Air Pulsé 3D,Type d&#039;installation,Encastrable,Volume du four,70 L,Couleur de la façade,Acier Inoxydable|Noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,HAVG75HBPB,PLAQUE 75CM FONTE HAVG75HBPB,1,0,visible,,3699,,"https://electroclub.ma/9594-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/9595-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/9596-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/9597-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/9598-large_default/bosch-pkf645b17e.jpg",Encastrable,,Marque,Haier,Reference fournisseur,HAVG75HBPB,Garantie,3 Ans,Marque,Haier,Hauteur (cm),9,Largeur (cm),75,Profondeur (cm),51,Finition,Noir,Minuteur,Oui,Type de foyer(s),Gaz,Nombre de foyers,5,Nature de commande,Manette,Securite thermocouple,Non,Allumage electrique,Oui,Disposition des commandes,Frontale,Poids (KG),18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,BOX6737E01BG,FOUR ENCASTRABLE BOX6737E01BG,1,0,visible,,5499,,"https://electroclub.ma/14223-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/14224-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/14225-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/14226-large_default/four-bosch-electrique-mfonction-inox.jpg",Not found,,Marque,Gorenje,Reference fournisseur,BOX6737E01BG,Garantie,2 Ans,Marque,Gorenje,Finition,Inox,Classe énergétique,A,Poids en kg,26|6 KG,Puissance,3500 W,Eclairage,Oui,Type de cuisson,Multifonction,Hauteur,59.5 cm,Largeur,59.5 cm,Profondeur,56 cm,Afficheur,OUI,Type du four,Electrique,Type d&#039;installation,Encastrable,Volume du four,77L,Puissance du gril,2300 W,Fonction de cuisson de pizza,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,GW751X,PLAQUE 75CM FONTE GW751X,1,0,visible,,5399,,"https://electroclub.ma/9744-large_default/bosch-pcq7a5b90.jpg,https://electroclub.ma/9741-large_default/bosch-pcq7a5b90.jpg,https://electroclub.ma/9743-large_default/bosch-pcq7a5b90.jpg,https://electroclub.ma/9742-large_default/bosch-pcq7a5b90.jpg",Not found,,Marque,Gorenje,Reference fournisseur,GW751X,Garantie,2 Ans,Marque,Gorenje,Largeur (cm),75,Profondeur (cm),52,Finition,Inox,Type de foyer(s),Gaz,Nombre de foyers,5,Nature de commande,Manette,Securite thermocouple,Oui,Allumage electrique,Oui,Type de grilles,Fonte,Poids (KG),16,Hauteur,14 CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,HWO60SM6T5BH,FOUR ENCASTRABLE HAIER HWO60SM6T5BH,1,0,visible,,7799,,"https://electroclub.ma/14463-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/14464-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/14465-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/14466-large_default/four-bosch-electrique-mfonction-inox.jpg,https://electroclub.ma/14467-large_default/four-bosch-electrique-mfonction-inox.jpg",Not found,,Marque,Haier,Reference fournisseur,HWO60SM6T5BH,Nb de programmes,14,Garantie,3 Ans,Marque,Haier,Classe énergétique,A+,Puissance,3500 W,Connectivite,Télécommande avancée et contenu supplémentaire (Wi-Fi + Bluetooth),Nettoyage du four,Catalyse,Eclairage,Oui,Type de cuisson,Multifonction,Poids (KG),38,Hauteur,59.5 cm,Largeur,59.5 cm,Profondeur,56 cm,Afficheur,OUI,Type du four,Electrique,Mode de cuisson,Air Pulsé 3D,Type d&#039;installation,Encastrable,Volume du four,70 L,Couleur de la façade,Noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,GW642SYB,PLAQUE 60CM FONTE GW642SYB,1,0,visible,,3499,,"https://electroclub.ma/11496-large_default/bosch-pcq7a5b90.jpg,https://electroclub.ma/11495-large_default/bosch-pcq7a5b90.jpg,https://electroclub.ma/11497-large_default/bosch-pcq7a5b90.jpg,https://electroclub.ma/11498-large_default/bosch-pcq7a5b90.jpg,https://electroclub.ma/11499-large_default/bosch-pcq7a5b90.jpg",Not found,,Marque,Gorenje,Reference fournisseur,GW642SYB,Garantie,2 Ans,Marque,Gorenje,Hauteur (cm),13,Largeur (cm),60,Profondeur (cm),52,Finition,Inox,Classe énergétique,A,Type de foyer(s),Gaz,Nombre de foyers,4,Nature de commande,Manette,Securite thermocouple,Oui,Allumage electrique,Oui,Type de grilles,Fonte,Poids (KG),11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,HAVG9WL38WPB,PLAQUE 90CM FONTE HAVG9WL38WPB,1,0,visible,,5399,,"https://electroclub.ma/11608-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/11607-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/11609-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/11610-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/11611-large_default/bosch-pkf645b17e.jpg",Encastrable,,Marque,Haier,Reference fournisseur,HAVG9WL38WPB,Garantie,3 Ans,Marque,Haier,Hauteur (cm),4.6,Largeur (cm),90 CM,Profondeur (cm),51,Finition,Noir,Type de foyer(s),Gaz,Nombre de foyers,5,Nature de commande,Manette,Securite thermocouple,Non,Allumage electrique,Oui,Poids (KG),18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,PKF645BB2E,PLAQUE BOSCH 4F 60CM VITROCERAMIQUE PKF645BB2E,1,0,visible,,3799,,"https://electroclub.ma/11745-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/11746-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/11747-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/11748-large_default/bosch-pkf645b17e.jpg",Encastrable,,Marque,Bosch,Reference fournisseur,PKF645BB2E,Garantie,2 Ans,Marque,Bosch,Hauteur (cm),1cm,Largeur (cm),58.3,Profondeur (cm),51.3,Finition,Noir,Poids en kg,8,Minuteur,Oui,Type de foyer(s),Electrique,Nombre de foyers,4,Type de plaque,Vitroceramique,Nature de commande,Tactile,Securite thermocouple,Non,Allumage electrique,Oui,Disposition des commandes,Frontale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,FHMA 755 4G DC XS C INOX,PLAQUE FHMA 755 4G DC XS C INOX,1,0,visible,,5199,,https://electroclub.ma/12590-large_default/plaque-franke-fhnl-705-4g-tc-xs-e-inox.jpg,Encastrable,,Marque,Franke,Reference fournisseur,FHMA 755 4G DC XS C INOX,Garantie,2 Ans,Finition,Inox,Disposition des commandes,Frontale,Poids (KG),16,Hauteur,28.4 cm,Largeur,75 cm,Profondeur,51 cm,Type de foyer,A Gaz,Nombre de foyer(s),5,Sécurité,thermocouple,Type d&#039;allumage,électronique,Puissance brûleur Arrière gauche,semi-rapide 1750 W,Puissance brûleur Arrière droit,Rapide 3000 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,FHNL 905 4G TC XS C,PLAQUE FRANKE 5F  90 CM FHNL 905 4G TC XS C,1,0,visible,,5699,,https://electroclub.ma/12596-large_default/plaque-franke-fhnl-604-4g-xs-e-inox.jpg,Encastrable,,Marque,Franke,Reference fournisseur,FHNL 905 4G TC XS C,Caractéristiques complémentaires,Plaque de gaz avec bandeau latéral,Garantie,2 Ans,Finition,Inox,Largeur,89 cm,Profondeur,51 cm,Type de foyer,A Gaz,Nombre de foyer(s),5,Type d&#039;allumage,électronique,Puissance brûleur Arrière gauche,1750 w,Puissance brûleur Arrière droit,3000 W,Puissance Brûleur Avant gauche,1750 W,Puissance Brûleur Avant droit,1000 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,POI 6 3GAV-D-O,PLAQUE POI 6 3GAV-D-O  INOX,1,0,visible,,6999,,"https://electroclub.ma/12599-large_default/plaque-franke-fhtl-604-4g-xs-e-inox.jpg,https://electroclub.ma/12600-large_default/plaque-franke-fhtl-604-4g-xs-e-inox.jpg",Encastrable,,Marque,Franke,Reference fournisseur,POI 6 3GAV-D-O,Caractéristiques complémentaires,Valve de sécurité|Grilles en émail,Finition,Inox,Disposition des commandes,Sur la pointe,Largeur,89 cm,Profondeur,50 cm,Type de foyer,A Gaz,Nombre de foyer(s),6,Sécurité,thermocouple,Type d&#039;allumage,électronique,Puissance brûleur Arrière gauche,semi-rapide 1750 W,Puissance brûleur Arrière droit,semi-rapide 1750 W,Puissance Brûleur Avant gauche,Double feu Externe 2600 W|Interne 700 W,Puissance Brûleur Avant droit,Auxiliaire 1000 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,PUE611BB5E,PLAQUE BOSCH 4F 60CM CERAMIQUE PUE611BB5E,1,0,visible,,6999,,"https://electroclub.ma/12816-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/12817-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/12818-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/12819-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/12820-large_default/bosch-pkf645b17e.jpg",Encastrable,,Marque,Bosch,Reference fournisseur,PUE611BB1E,Garantie,2 Ans,Marque,Bosch,Hauteur (cm),5.3,Largeur (cm),60,Profondeur (cm),52,Finition,Noir,Puissance,4600 W,Minuteur,Oui,Type de foyer(s),Induction,Nombre de foyers,4,Type de plaque,Vitroceramique,Nature de commande,Tactile,Securite thermocouple,Non,Allumage electrique,Oui,Disposition des commandes,Tactile,Poids (KG),11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,CHWM7PX,PLAQUE CANDY 5F 75CM CHWM7PX,1,0,visible,,1699,,https://electroclub.ma/12859-large_default/plaque-candy-vitro.jpg,Not found,,Marque,Candy,Reference fournisseur,CHWM7PX,Garantie,2 Ans,Marque,Candy,Coloris,Inox,Hauteur (cm),3.5,Largeur (cm),75,Profondeur (cm),51,Poids en kg,10.5,Type de foyer(s),Gaz,Nombre de foyers,5,Allumage electrique,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,HAHG74S2X,PLAQUE 75CM FONTE HAHG74S2X,1,0,visible,,3499,,"https://electroclub.ma/13750-large_default/bosch-pcq7a5b90.jpg,https://electroclub.ma/13751-large_default/bosch-pcq7a5b90.jpg,https://electroclub.ma/13752-large_default/bosch-pcq7a5b90.jpg,https://electroclub.ma/13753-large_default/bosch-pcq7a5b90.jpg",Not found,,Marque,Haier,Reference fournisseur,HAHG74S2X,Garantie,3 Ans,Marque,Haier,Hauteur (cm),34|5,Largeur (cm),75,Profondeur (cm),51,Finition,INOX|NOIR,Type de foyer(s),Gaz,Nombre de foyers,5,Nature de commande,Manette,Securite thermocouple,Oui,Allumage electrique,Oui,Type de grilles,Fonte,Poids (KG),12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,PRS9A6B70,PLAQUE BOSCH 5F 90CM PRS9A6B70,1,0,visible,,7699,,"https://electroclub.ma/14177-large_default/bosch-pcr9a5b90.jpg,https://electroclub.ma/14176-large_default/bosch-pcr9a5b90.jpg,https://electroclub.ma/14178-large_default/bosch-pcr9a5b90.jpg,https://electroclub.ma/14179-large_default/bosch-pcr9a5b90.jpg,https://electroclub.ma/14180-large_default/bosch-pcr9a5b90.jpg",Encastrable,,Marque,Bosch,Reference fournisseur,PRS9A6B70,Garantie,2 Ans,Marque,Bosch,Hauteur (cm),5.3,Largeur (cm),90 CM,Profondeur (cm),52,Finition,Noir,Poids en kg,14,Puissance,1400,Minuteur,Non,Type de foyer(s),Gaz,Nombre de foyers,5,Nature de commande,Manette,Securite thermocouple,Oui,Allumage electrique,Oui,Type de grilles,Fonte,Disposition des commandes,Frontale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,HAVG7WL5WS6B/1,PLAQUE 75CM HAVG7WL5WS6B,1,0,visible,,5299,,"https://electroclub.ma/14329-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/14330-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/14331-large_default/bosch-pkf645b17e.jpg",Encastrable,,Marque,Haier,Reference fournisseur,HAVG7WL5WS6B|1,Garantie,3 Ans,Marque,Haier,Hauteur (cm),4.6,Largeur (cm),75,Profondeur (cm),51,Finition,Noir,Type de foyer(s),Gaz,Nombre de foyers,5,Nature de commande,Manette,Securite thermocouple,Non,Disposition des commandes,Frontale,Poids (KG),18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,PKE611BB8E,PLAQUE BOSCH 4F 60CM VITROCERAMIQUE PKE611BB8E,1,0,visible,,3899,,"https://electroclub.ma/14477-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/14476-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/14475-large_default/bosch-pkf645b17e.jpg,https://electroclub.ma/14478-large_default/bosch-pkf645b17e.jpg",Encastrable,,Marque,Bosch,Reference fournisseur,PKE611BB8E,Garantie,2 Ans,Marque,Bosch,Hauteur (cm),4.6,Largeur (cm),59,Profondeur (cm),51.3,Finition,Noir,Poids en kg,8,Minuteur,Oui,Type de foyer(s),Electrique,Nombre de foyers,4,Type de plaque,Vitroceramique,Nature de commande,Tactile,Securite thermocouple,Non,Allumage electrique,Oui,Disposition des commandes,Frontale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,FHMA 755 4G DCL MB C,PLAQUE FRANKE 5F  75 CM FHMA 755 4G DCL MB C,1,0,visible,,6699,,https://electroclub.ma/14487-large_default/plaque-franke-fhnl-705-4g-tc-xs-e-inox.jpg,Encastrable,,Marque,Franke,Reference fournisseur,FHMA 755 4G DCL MB C,Garantie,2 Ans,Finition,Noir,Disposition des commandes,Frontale,Poids (KG),16,Largeur,75 cm,Profondeur,51 cm,Type de foyer,A Gaz,Nombre de foyer(s),5,Sécurité,thermocouple,Type d&#039;allumage,électronique,Puissance brûleur Arrière gauche,semi-rapide 1750 W,Puissance brûleur Arrière droit,Rapide 3000 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,FHMA 604 3G DC MB C,PLAQUE FRANKE 4F  60 CM FHMA 604 3G DC MB C,1,0,visible,,5299,,https://electroclub.ma/14489-large_default/plaque-franke-fhnl-705-4g-tc-xs-e-inox.jpg,Encastrable,,Marque,Franke,Reference fournisseur,FHMA 604 3G DC MB C,Garantie,2 Ans,Finition,Noir,Disposition des commandes,Frontale,Largeur,60 cm,Profondeur,51 cm,Type de foyer,A Gaz,Nombre de foyer(s),4,Sécurité,thermocouple,Type d&#039;allumage,électronique,Puissance brûleur Arrière gauche,semi-rapide 1750 W,Puissance brûleur Arrière droit,Rapide 3000 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,FCH 755 4G TC C,PLAQUE FRANKE 5F  75CM FCH 755 4G TC C,1,0,visible,,6299,,"https://electroclub.ma/14493-large_default/plaque-franke-fhtl-755-4g-tc-xs-c-inox.jpg,https://electroclub.ma/14494-large_default/plaque-franke-fhtl-755-4g-tc-xs-c-inox.jpg,https://electroclub.ma/14495-large_default/plaque-franke-fhtl-755-4g-tc-xs-c-inox.jpg",Encastrable,,Marque,Franke,Reference fournisseur,FCH 755 4G TC C,Caractéristiques complémentaires,Valve de sécurité|Grilles en fonte,Garantie,2 Ans,Finition,Noir,Puissance,11 300 W,Disposition des commandes,Frontale,Largeur,75 cm,Profondeur,51 cm,Type de foyer,A Gaz,Nombre de foyer(s),5,Sécurité,thermocouple,Type d&#039;allumage,électronique,Puissance brûleur Arrière gauche,semi-rapide 1750 W,Puissance brûleur Arrière droit,semi-rapide 1750 W,Puissance Brûleur Avant gauche,Rapide 3000 W,Puissance Brûleur Avant droit,Auxiliaire 1000 W,Puissance Brûleur central,Rapide Triple couronne 3800 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,FCH 604 3G TC MB C,PLAQUE FRANKE 4F  60CM FCH 604 3G TC MB C,1,0,visible,,4799,,https://electroclub.ma/14499-large_default/plaque-franke-fhtl-755-4g-tc-xs-c-inox.jpg,Encastrable,,Marque,Franke,Reference fournisseur,FCH 755 4G TC C,Caractéristiques complémentaires,Valve de sécurité|Grilles en fonte,Garantie,2 Ans,Finition,Noir,Puissance,11 300 W,Disposition des commandes,Frontale,Largeur,60 cm,Profondeur,51 cm,Type de foyer,A Gaz,Nombre de foyer(s),4,Sécurité,thermocouple,Type d&#039;allumage,électronique,Puissance brûleur Arrière gauche,semi-rapide 1750 W,Puissance brûleur Arrière droit,semi-rapide 1750 W,Puissance Brûleur Avant gauche,Rapide 3000 W,Puissance Brûleur Avant droit,Auxiliaire 1000 W,Puissance Brûleur central,Rapide Triple couronne 3800 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
