Type,SKU,Name,Published,Featured,Catalog visibility,Short description,Description,Price,Regular price,Sale price,Images,Categories,Tags,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global,Attribute 13 name,Attribute 13 value(s),Attribute 13 visible,Attribute 13 global,Attribute 14 name,Attribute 14 value(s),Attribute 14 visible,Attribute 14 global,Attribute 15 name,Attribute 15 value(s),Attribute 15 visible,Attribute 15 global,Attribute 16 name,Attribute 16 value(s),Attribute 16 visible,Attribute 16 global,Attribute 17 name,Attribute 17 value(s),Attribute 17 visible,Attribute 17 global,Attribute 18 name,Attribute 18 value(s),Attribute 18 visible,Attribute 18 global,Attribute 19 name,Attribute 19 value(s),Attribute 19 visible,Attribute 19 global,Attribute 20 name,Attribute 20 value(s),Attribute 20 visible,Attribute 20 global,Attribute 21 name,Attribute 21 value(s),Attribute 21 visible,Attribute 21 global,Attribute 22 name,Attribute 22 value(s),Attribute 22 visible,Attribute 22 global,Attribute 23 name,Attribute 23 value(s),Attribute 23 visible,Attribute 23 global,Attribute 24 name,Attribute 24 value(s),Attribute 24 visible,Attribute 24 global,Attribute 25 name,Attribute 25 value(s),Attribute 25 visible,Attribute 25 global,Attribute 26 name,Attribute 26 value(s),Attribute 26 visible,Attribute 26 global,Attribute 27 name,Attribute 27 value(s),Attribute 27 visible,Attribute 27 global,Attribute 28 name,Attribute 28 value(s),Attribute 28 visible,Attribute 28 global,Attribute 29 name,Attribute 29 value(s),Attribute 29 visible,Attribute 29 global,Attribute 30 name,Attribute 30 value(s),Attribute 30 visible,Attribute 30 global,Attribute 31 name,Attribute 31 value(s),Attribute 31 visible,Attribute 31 global,Attribute 32 name,Attribute 32 value(s),Attribute 32 visible,Attribute 32 global,Attribute 33 name,Attribute 33 value(s),Attribute 33 visible,Attribute 33 global,Attribute 34 name,Attribute 34 value(s),Attribute 34 visible,Attribute 34 global,Attribute 35 name,Attribute 35 value(s),Attribute 35 visible,Attribute 35 global
simple,65Q60D,TV SAMSUNG 65P QLED UHD (4k) 65Q60D,1,0,visible,,,,10499,,"https://electroclub.ma/12420-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/12419-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/12421-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/12422-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/12423-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg",4K UHD,,Marque,Samsung,1,1,Reference fournisseur,65Q60D,1,1,Garantie,1 an,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,65 Pouces,1,1,Type du rectroeclairage,Qled,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840x2160,1,1,Fluidite constructeur,Motion Plus,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,3,1,1,Entree usb,2,1,1,Entree rca,Oui,1,1,Interface ci,Oui,1,1,Bluetooth,Oui,1,1,Système d&#039;exploitation,Tizen™,1,1,Connectivite,Oui,1,1,Technologie,Crystal 4K,1,1,Fluidité de l&#039;image ( Hz ),50,1,1,Turner,OUI,1,1,Entrée optique RJ45,OUI,1,1,Wifi integrée,OUI,1,1,Fonction enregistreur PVR,OUI,1,1,Vidéo,HDR/HDR 10+/HLG/Mega Contrast/PurColor,1,1,Audio,Dolby Digital Plus,1,1,Dimension avec pied ( cm ),145.1 x 87.4 x 28.9,1,1,Dimension sans pied ( cm ),145.1 x 83.9 x 2.6,1,1,Indice de qualité ( PQI ),2000,1,1,Processeur,Crystal prcessor 4K,1,1,Poids (KG),20.8,1,1,,,,,,,,,,,,,,,,
simple,H75Q800UX,SMART TV QLED 75P UHD H75Q800UX,1,0,visible,,,,10199,,"https://electroclub.ma/13628-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13627-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13629-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13630-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,Haier,1,1,Reference fournisseur,H75Q800UX,1,1,Garantie,2 ans,1,1,Marque,HAIER,1,1,Type d&#039;ecran,QLED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,75 Pouces,1,1,Type du rectroeclairage,Qled,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840×2160,1,1,Fluidite de l&#039;image,60,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Entree rca,NON,1,1,Bluetooth,Oui,1,1,Coloris,Noir,1,1,Dimension avec pied,1673.2 x 1047.9 x 341.1 mm,1,1,Dimension sans pied,1673.2 x 958.2 x 59.9 mm,1,1,Technologie éclairage,LED directe,1,1,Connectivite,Oui,1,1,Wifi integrée,OUI,1,1,Récepteur intégré,OUI,1,1,TNT,OUI,1,1,Dolby audio,OUI,1,1,Android 11,OUI,1,1,Smart Remote Control,OUI,1,1,Google Assistant,OUI,1,1,,,,,,,,,,,,,,,,,,,,,,,,
simple,32S5400AF,SMART LED 32P FHD ANDROID TV 32S5400AF,1,0,visible,,,,1599,,"https://electroclub.ma/11089-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/11092-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/11088-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/11090-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/11091-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,Tcl,1,1,Reference fournisseur,32S5400AF,1,1,Garantie,1 ANS,1,1,Marque,TCL,1,1,Type d&#039;ecran,LED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,32 Pouces,1,1,Norme hd,Full HD,1,1,Resolution de l&#039;affichage,1920 x 1080,1,1,Entree hdmi,2,1,1,Entree usb,1,1,1,Coloris,Noir,1,1,Dimension avec pied,73.7 x 46.5 x 15.1 cm,1,1,Dimension sans pied,73.7 x 43.8 x 7.4 cm,1,1,Système d&#039;exploitation,Android,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,H70K801UG,SMART TV LED 70P UHD H70K801UG,1,0,visible,,,,6999,,"https://electroclub.ma/12463-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12460-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12458-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12459-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12461-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,Haier,1,1,Reference fournisseur,H70K801UG,1,1,Mémoire ram,2G,1,1,Garantie,2 ans,1,1,Marque,HAIER,1,1,Type d&#039;ecran,LED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,55 Pouces,1,1,Type du rectroeclairage,Led,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840×2160,1,1,Fluidite de l&#039;image,60,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Entree rca,NON,1,1,Bluetooth,Oui,1,1,Coloris,Noir,1,1,Dimension avec pied,129 x 82.4 x 25cm,1,1,Dimension sans pied,129 x 74.9 x 25cm,1,1,Technologie éclairage,LED directe,1,1,Mémoire de stockage,8G,1,1,Connectivite,Oui,1,1,Wifi integrée,OUI,1,1,Récepteur intégré,OUI,1,1,TNT,OUI,1,1,Dolby audio,OUI,1,1,Android 11,OUI,1,1,Smart Remote Control,OUI,1,1,Google Assistant,OUI,1,1,Category,GoogleTV,1,1,,,,,,,,,,,,
simple,40S5400A,SMART LED 40P FHD ANDROID TV 40S5400A,1,0,visible,,,,2499,,"https://electroclub.ma/11099-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/11102-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/11093-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/11100-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/11096-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,Tcl,1,1,Reference fournisseur,40S5400A,1,1,Garantie,1 ANS,1,1,Marque,TCL,1,1,Type d&#039;ecran,LED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,40 Pouces,1,1,Norme hd,Full HD,1,1,Resolution de l&#039;affichage,1920 x 1080,1,1,Entree hdmi,2,1,1,Entree usb,1,1,1,Coloris,Noir,1,1,Système d&#039;exploitation,Android,1,1,Hauteur (cm),58 cm,1,1,Largeur (cm),90 CM,1,1,Profondeur (cm),7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,55QN85D,TV SAMSUNG 55P NEOQLED UHD 55QN85D,1,0,visible,,,,9999,,"https://electroclub.ma/12776-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/12510-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/12504-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/12503-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/12505-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg",4K UHD,,Marque,Samsung,1,1,Garantie,1 an,1,1,Type d&#039;ecran,NEO QLED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,55 Pouces,1,1,Type du rectroeclairage,NEO QLED,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840x2160,1,1,Fluidite constructeur,Motion Plus,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Entree rca,Oui,1,1,Interface ci,Oui,1,1,Bluetooth,Oui,1,1,Système d&#039;exploitation,Tizen™,1,1,Connectivite,Oui,1,1,Technologie,Crystal 4K,1,1,Fluidité de l&#039;image ( Hz ),100,1,1,Turner,OUI,1,1,Entrée optique RJ45,OUI,1,1,Wifi integrée,OUI,1,1,Fonction enregistreur PVR,OUI,1,1,Vidéo,HDR/HDR 10+/HLG/Mega Contrast/PurColor,1,1,Audio,Dolby Digital Plus,1,1,Dimension avec pied ( cm ),123.1 x 78.3 x 25,1,1,Dimension sans pied ( cm ),123.1 x 70.7 x 6,1,1,Indice de qualité ( PQI ),2000,1,1,Processeur,Processeur α7 Gen6 AI 4K,1,1,Poids (KG),20.8,1,1,HDR,HDR10 / HLG,1,1,,,,,,,,,,,,
simple,65C46LA,TV LG  65P  OLED  UHD (4k)  65C46LA,1,0,visible,,,,19999,,"https://electroclub.ma/13819-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13823-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13818-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13820-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13821-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,Lg,1,1,Reference fournisseur,65C46LA LG,1,1,Garantie,1 an,1,1,Type d&#039;ecran,Flat,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,65 Pouces,1,1,Type du rectroeclairage,OLED,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840×2160,1,1,Fluidite constructeur,NON,1,1,Tuner,DVB-T2/C/S2,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,4,1,1,Entree usb,3,1,1,Entree prise peritel,Non,1,1,Entree rca,NON,1,1,Entree vga,Non,1,1,Interface ci,Oui,1,1,Bluetooth,Oui,1,1,Fonction enregistreur (pvr),Oui,1,1,Coloris,Noir,1,1,Dimension avec pied,"1441x826x45,1",1,1,Dimension sans pied,1441x880x230,1,1,Connectivite,Oui,1,1,Fluidité de l&#039;image ( Hz ),120,1,1,Entrée optique RJ45,OUI,1,1,Wifi integrée,OUI,1,1,Poids (KG),18,1,1,Contraste élevé,OUI,1,1,Inverser les couleurs,OUI,1,1,Réglage acoustique de l&#039;IA,OUI,1,1,Compatible G-Sync (Nvidia),OUI,1,1,Image IA,Image AI Pro,1,1,Compatible FreeSync (AMD)	Oui,OUI,1,1
simple,55C745,SMART QLED 55P UHD GOOGLE TV 55C745,1,0,visible,,"TV TCL QLED 55P UHD 4K SMART


Image

Taille de l'écran : 139 cm (55"")
Technologie : QLED, la luminosité est élevée et les contrastes renforcés pour une image incroyablement lumineuse
Résolution : 3840 x 2160 pixels conditionnent la qualité d'image. Plus il y a de pixels, plus l'image est riche
Définition : 4K, la définition est 4X supérieure à la norme HD et permet un niveau de détail élevé
Fréquence de balayage native (Fluidité de l'image) : 100Hz affichent 100 images par seconde, adapté aux événements sportifs et aux films d'action
Fréquence optimisée : jusqu'à 144 Hz , permet via un traitement d'amélioration d'afficher une fréquence plus élevée adapté aux jeux vidéo
Type de processeur : Quad Core (x4)
Dolby vision : oui, vous permettra d'obtenir des images très lumineuses, un contraste beaucoup plus élevé, et des couleurs plus riches
HDR : oui, permet d'augmenter le niveau de détail de l'image et son contraste



Son

Puissance : 2 x 15 Watts
Traitement du son : Dolby Atmos
Barre de son intégrée : Non
Ajustement automatique du volume : oui, le téléviseur adapte le son en fonction de l'environnement sonore de la pièce



Connectiques vidéo

HDMI 2.1 : 4 ports pour une image très fluide, notamment pour une console de jeu nouvelle génération et 3 autres appareils HDMI
HDMI 1.4 : 0
Port USB : 1
HDMI CEC (Consumer Electronics Control) : oui, permet d'utiliser la télécommande de votre TV pour piloter tous vos appareils branchés en HDMI disposant de la même norme CEC
Entrée antenne hertzienne : 1
Entrée satellite : 1
Port Ethernet : 1
Slot PCMCIA : 1



Connectiques audio

Sortie optique : oui, permet d'envoyer le son de sa TV vers une barre de son en numérique, ou un casque TV avec un câble optique
HDMI ARC (Audio Return Chanel) : oui, permet d'utiliser la télécommande de votre TV pour allumer et régler le volume de votre ampli, barre de son, console de jeu branché en HDMI disposant également de la norme ARC
Prise casque : Oui
Bluetooth : oui, permet d'envoyer le son de votre TV vers un casque ou une enceinte bluetooth



Connectivité

WiFi : Oui
Chromecast intégré : Non
Assistant vocal intégré : Google Assistant
Assistant vocal compatible : Google Assistant et Alexa
Le saviez-vous ? : l'assistant, permet d'effectuer une recherche par la voix pour accéder à des films, des émissions, mettre de la musique , augmenter le volume....



TV connectée (Smart TV)

Le saviez-vous ? : une TV connectée a la capacité de se connecter au réseau internet et permet ainsi de faire des recherches, regarder des films et séries en streaming ou encore jouer à des jeux vidéo en ligne
Système d'exploitation : TV connectée Google TV
Catalogue d'applications : Google playstore
Applications en ligne : Netflix, YouTube, Amazon Prime, AppleTV+
Applications opérateurs : non concerné
Contrôle vocal : Oui



Réception

Tuner TNT HD : Oui
Tuner satellite HD : Oui
Fransat : Non
Tuner câble : Oui
Double tuner : non



Gaming

Prise HDMI 2.1 : une image très fluide, notamment pour une console de jeu nouvelle génération
VRR : oui, permet de synchroniser les fréquences de rafraichissement d'image de la télévision avec la plateforme de jeux vidéo pour une image fluide et sans aucune saccade
ALLM : oui, permet au téléviseur de basculer automatiquement vers un mode de jeu spécifique lorsqu'il le détecte
Traitement d'image spécifique : FreeSync Premium Pro et Game Master Pro 2.0



Confort d'utilisation

Pied(s) : Central
Nombre de télécommande(s) : 1
Type de télécommande : Smart avec pavé numérique
Connectique déportée : non concerné



Support et fixation

Norme VESA : 400 x 300 mm
Le saviez-vous ? : la norme d'interface VESA est la distance entre les 4 trous de fixation à l'arrière du téléviseur ( distance horizontale x distance verticale). Cette norme est utilisée pour la fixation de téléviseurs et d'autres écrans sur un support mural ou un pied.
Vous souhaitez installer votre TV sur votre mur : voici notre sélection de supports muraux
Vous souhaitez poser votre TV sur votre meuble : voici notre sélection de meuble
Vous souhaitez avoir un meuble TV sur mesure : voici votre configurateur de meuble sur mesure
Support mural inclus : Non



Consommations

Energie label : G
Consommation pour 1000 heures de fonctionnement : 83 kW
Consommation pour 1000 heures de fonctionnement en mode HDR : 220 kW



Contenu du carton

Livré avec : Télécommande, Piles, Cordon secteur, Adaptateur secteur, Pied



Poids et Dimensions

LxHxP (avec pied) : 122.5 x 77.1 x 31.6 cm
LxHxP (sans pied) : 122.5 x 71.1 x 7 cm
Poids avec pied : 14,2 kg
Poids sans pied : 13,1 kg
Dimensions du carton l x h x p : 139.5 x 85.7 x 14.6 cm



Informations complémentaires

Indice de réparabilité : 7,7 /10
Détail sur l'indice de réparabilité : en savoir plus
Fabriqué en : Chine
Assemblé en : Europe",,6499,,"https://electroclub.ma/12312-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12313-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12314-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12315-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12316-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,Tcl,1,1,Reference fournisseur,55C745,1,1,Garantie,1 ANS,1,1,Marque,TCL,1,1,Type d&#039;ecran,LED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,55 Pouces,1,1,Type du rectroeclairage,Qled,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,1920 x 1080,1,1,Fluidite de l&#039;image,144 HZ,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Coloris,Noir,1,1,Système d&#039;exploitation,GoogleTV,1,1,Hauteur (cm),76 cm,1,1,Largeur (cm),122 cm,1,1,Profondeur (cm),7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,65C745,SMART QLED 65P UHD GOOGLE TV 65C745,1,0,visible,,"· 4K Ultra HD
· QLED
· Full Array
· 144Hz Variable Refresh Rate (VRR)
· Dolby Vision IQ / Dolby Atmos
· IMAX Enhanced
· HDR10+
· 200 CMR
· FreeSync Premium Pro
· Netflix / Stan / Amazon Prime / YouTube",,8499,,"https://electroclub.ma/12326-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12320-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12321-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12322-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12323-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,Tcl,1,1,Reference fournisseur,55C745,1,1,Garantie,1 ANS,1,1,Marque,TCL,1,1,Type d&#039;ecran,LED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,65 Pouces,1,1,Type du rectroeclairage,Qled,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,1920 x 1080,1,1,Fluidite de l&#039;image,144 HZ,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Coloris,Noir,1,1,Système d&#039;exploitation,GoogleTV,1,1,Hauteur (cm),83,1,1,Largeur (cm),144 cm,1,1,Profondeur (cm),7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,55C755,SMART QLED Mini LED 55P UHD GOOGLE TV 55C755,1,0,visible,,"HDR10+
Dolby Vision IQ
Full Array Local Dimming
IMAX Enhanced
Edgeless design
200CMR
MEM
Dolby Atmos
Bluetooth
Netflix
 Game Master 2.0",,8199,,"https://electroclub.ma/12333-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12334-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12335-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12336-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12337-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,Tcl,1,1,Reference fournisseur,55C755,1,1,Garantie,1 ANS,1,1,Marque,TCL,1,1,Type d&#039;ecran,Mini LED QLED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,65 Pouces,1,1,Type du rectroeclairage,Qled,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,1920 x 1080,1,1,Fluidite de l&#039;image,144 HZ,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Coloris,Noir,1,1,Système d&#039;exploitation,GoogleTV,1,1,Hauteur (cm),71 cm,1,1,Largeur (cm),123 cm,1,1,Profondeur (cm),6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,65C755,SMART QLED Mini LED 65P UHD GOOGLE TV 65C755,1,0,visible,,"HDR10+
Dolby Vision IQ
Full Array Local Dimming
IMAX Enhanced
Edgeless design
200CMR
MEM
Dolby Atmos
Bluetooth
Netflix
 Game Master 2.0",,10199,,"https://electroclub.ma/12343-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12339-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12340-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12341-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12342-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,Tcl,1,1,Reference fournisseur,65C755,1,1,Garantie,1 ANS,1,1,Marque,TCL,1,1,Type d&#039;ecran,Mini LED QLED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,65 Pouces,1,1,Type du rectroeclairage,Qled,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,1920 x 1080,1,1,Fluidite de l&#039;image,144 HZ,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Coloris,Noir,1,1,Système d&#039;exploitation,GoogleTV,1,1,Hauteur (cm),83,1,1,Largeur (cm),144 cm,1,1,Profondeur (cm),7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,65QNED80T6B,TV LG 65P QNED UHD (4k) 65QNED80T6B,1,0,visible,,,,9999,,"https://electroclub.ma/12470-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12471-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12472-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12473-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12474-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,Lg,1,1,Reference fournisseur,65QNED80T6B,1,1,Garantie,1 an,1,1,Type d&#039;ecran,Flat,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,65 Pouces,1,1,Type du rectroeclairage,QNED,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840×2160,1,1,Fluidite constructeur,Oui,1,1,Tuner,DVB-T2/C/S2,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Entree prise peritel,Non,1,1,Entree rca,Oui,1,1,Entree vga,Non,1,1,Interface ci,Oui,1,1,Bluetooth,Oui,1,1,Fonction enregistreur (pvr),Oui,1,1,Coloris,Noir,1,1,Dimension avec pied,1449 X 896 X 235 MM,1,1,Dimension sans pied,832 X 1449 X 64.9 MM (HXLXP*),1,1,Connectivite,Oui,1,1,Fluidité de l&#039;image ( Hz ),60,1,1,Entrée optique RJ45,OUI,1,1,Wifi integrée,OUI,1,1,HDR,HDR10 / HLG,1,1,,,,,,,,,,,,,,,,,,,,,,,,
simple,55Q60D,TV SAMSUNG 55P QLED UHD (4k) 55Q60D,1,0,visible,,,,6999,,"https://electroclub.ma/12411-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/12412-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/12413-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/12414-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/12415-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg",4K UHD,,Marque,Samsung,1,1,Reference fournisseur,55Q60D,1,1,Garantie,1 an,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,55 Pouces,1,1,Type du rectroeclairage,Qled,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840x2160,1,1,Fluidite constructeur,Motion Plus,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,3,1,1,Entree usb,2,1,1,Entree rca,Oui,1,1,Interface ci,Oui,1,1,Bluetooth,Oui,1,1,Système d&#039;exploitation,Tizen™,1,1,Connectivite,Oui,1,1,Technologie,Crystal 4K,1,1,Fluidité de l&#039;image ( Hz ),50,1,1,Turner,OUI,1,1,Entrée optique RJ45,OUI,1,1,Wifi integrée,OUI,1,1,Fonction enregistreur PVR,OUI,1,1,Vidéo,HDR/HDR 10+/HLG/Mega Contrast/PurColor,1,1,Audio,Dolby Digital Plus,1,1,Dimension avec pied ( cm ),123.1 x 78.3 x 25,1,1,Dimension sans pied ( cm ),123.1 x 70.7 x 6,1,1,Indice de qualité ( PQI ),2000,1,1,Processeur,Crystal prcessor 4K,1,1,Poids (KG),20.8,1,1,,,,,,,,,,,,,,,,
