Type,SKU,Name,Published,Featured,Catalog visibility,Short description,Description,Price,Regular price,Sale price,Images,Categories,Tags,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global,Attribute 13 name,Attribute 13 value(s),Attribute 13 visible,Attribute 13 global,Attribute 14 name,Attribute 14 value(s),Attribute 14 visible,Attribute 14 global,Attribute 15 name,Attribute 15 value(s),Attribute 15 visible,Attribute 15 global,Attribute 16 name,Attribute 16 value(s),Attribute 16 visible,Attribute 16 global,Attribute 17 name,Attribute 17 value(s),Attribute 17 visible,Attribute 17 global,Attribute 18 name,Attribute 18 value(s),Attribute 18 visible,Attribute 18 global,Attribute 19 name,Attribute 19 value(s),Attribute 19 visible,Attribute 19 global,Attribute 20 name,Attribute 20 value(s),Attribute 20 visible,Attribute 20 global,Attribute 21 name,Attribute 21 value(s),Attribute 21 visible,Attribute 21 global,Attribute 22 name,Attribute 22 value(s),Attribute 22 visible,Attribute 22 global,Attribute 23 name,Attribute 23 value(s),Attribute 23 visible,Attribute 23 global,Attribute 24 name,Attribute 24 value(s),Attribute 24 visible,Attribute 24 global,Attribute 25 name,Attribute 25 value(s),Attribute 25 visible,Attribute 25 global,Attribute 26 name,Attribute 26 value(s),Attribute 26 visible,Attribute 26 global,Attribute 27 name,Attribute 27 value(s),Attribute 27 visible,Attribute 27 global,Attribute 28 name,Attribute 28 value(s),Attribute 28 visible,Attribute 28 global,Attribute 29 name,Attribute 29 value(s),Attribute 29 visible,Attribute 29 global,Attribute 30 name,Attribute 30 value(s),Attribute 30 visible,Attribute 30 global,Attribute 31 name,Attribute 31 value(s),Attribute 31 visible,Attribute 31 global,Attribute 32 name,Attribute 32 value(s),Attribute 32 visible,Attribute 32 global,Attribute 33 name,Attribute 33 value(s),Attribute 33 visible,Attribute 33 global,Attribute 34 name,Attribute 34 value(s),Attribute 34 visible,Attribute 34 global,Attribute 35 name,Attribute 35 value(s),Attribute 35 visible,Attribute 35 global
simple,55QNED80T6B,TV LG 55P QNED UHD (4K) 55QNED80T6B,1,0,visible,,,,8499,,"https://electroclub.ma/12402-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12401-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12403-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12404-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12405-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,Lg,1,1,Reference fournisseur,55QNED80T6B,1,1,Garantie,1 an,1,1,Type d&#039;ecran,Flat,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,55 Pouces,1,1,Type du rectroeclairage,QNED,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840×2160,1,1,Fluidite constructeur,Oui,1,1,Tuner,DVB-T2/C/S2,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,4,1,1,Entree usb,1,1,1,Entree prise peritel,Non,1,1,Entree rca,Oui,1,1,Entree vga,Non,1,1,Interface ci,Oui,1,1,Bluetooth,Oui,1,1,Fonction enregistreur (pvr),Oui,1,1,Coloris,Noir,1,1,Dimension avec pied,1232.1 x 748.8 x 226.6 mm,1,1,Dimension sans pied,1230.5 x 707.2 x 59.9 mm,1,1,Connectivite,Oui,1,1,Fluidité de l&#039;image ( Hz ),120,1,1,Entrée optique RJ45,OUI,1,1,Wifi integrée,OUI,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,H50K800UX,SMART TV LED 50P UHD H50K800UX,1,0,visible,,,,3999,,"https://electroclub.ma/12457-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12455-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12454-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,Haier,1,1,Reference fournisseur,H50K800UX,1,1,Mémoire ram,2G,1,1,Garantie,2 ans,1,1,Marque,HAIER,1,1,Type d&#039;ecran,LED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,50 Pouces,1,1,Type du rectroeclairage,Led,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840×2160,1,1,Fluidite de l&#039;image,60,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Entree rca,NON,1,1,Bluetooth,Oui,1,1,Coloris,Noir,1,1,Dimension avec pied,111.9 X 71 X 19.9,1,1,Dimension sans pied,1116.8 x 644.2 x 59.9 mm,1,1,Technologie éclairage,LED directe,1,1,Mémoire de stockage,8G,1,1,Connectivite,Oui,1,1,Wifi integrée,OUI,1,1,Récepteur intégré,OUI,1,1,TNT,OUI,1,1,Dolby audio,OUI,1,1,Android 11,OUI,1,1,Smart Remote Control,OUI,1,1,Google Assistant,OUI,1,1,Category,GoogleTV,1,1,,,,,,,,,,,,
simple,75C855,SMART QLED Mini LED 75P UHD GOOGLE TV 75C855,1,0,visible,,,,21499,,"https://electroclub.ma/12538-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12537-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12539-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12540-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12541-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,Tcl,1,1,Reference fournisseur,65C645,1,1,Garantie,1 ANS,1,1,Marque,TCL,1,1,Type d&#039;ecran,Mini LED QLED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,75 Pouces,1,1,Type du rectroeclairage,Led,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840 x 2160,1,1,Fluidite de l&#039;image,144 HZ,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Coloris,Noir,1,1,Dimension avec pied,1673.2 x 1047.9 x 341.1 mm,1,1,Dimension sans pied,1673.2 x 958.2 x 59.9 mm,1,1,Système d&#039;exploitation,GoogleTV,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,85C855,SMART QLED Mini LED 85P UHD GOOGLE TV 85C855,1,0,visible,,,,30499,,"https://electroclub.ma/12549-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12543-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12545-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12546-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12547-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,Tcl,1,1,Reference fournisseur,85C855,1,1,Garantie,1 ANS,1,1,Marque,TCL,1,1,Type d&#039;ecran,Mini LED QLED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,85,1,1,Type du rectroeclairage,Led,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840 x 2160,1,1,Fluidite de l&#039;image,144 HZ,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Coloris,Noir,1,1,Dimension avec pied,1887 x 1122 x 418 mm,1,1,Dimension sans pied,1887 x 1084 x 17-39 mm,1,1,Système d&#039;exploitation,GoogleTV,1,1,Dolby audio,OUI,1,1,HDR,HDR10 / HLG,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,55NANO80T6A,TV LG 55P LED UHD (4k) 55NANO80T6A,1,0,visible,,,,6399,,"https://electroclub.ma/13814-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13813-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13817-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13815-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13816-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,Lg,1,1,Reference fournisseur,55NANO80T6A,1,1,Garantie,1 an,1,1,Type d&#039;ecran,Flat,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,55 Pouces,1,1,Type du rectroeclairage,Led,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840×2160,1,1,Fluidite constructeur,NON,1,1,Tuner,DVB-T2/C/S2,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Entree prise peritel,Non,1,1,Entree rca,NON,1,1,Entree vga,Non,1,1,Interface ci,Non,1,1,Bluetooth,Oui,1,1,Fonction enregistreur (pvr),Oui,1,1,Coloris,Gris,1,1,Dimension avec pied,791 X 1244 X 260 MM (HXLXP),1,1,Dimension sans pied,726 X 1244 X 87.1 MM (HXLXP),1,1,Technologie éclairage,Nano cell,1,1,Connectivite,Oui,1,1,Fluidité de l&#039;image ( Hz ),50,1,1,Entrée optique RJ45,OUI,1,1,Wifi integrée,OUI,1,1,,,,,,,,,,,,,,,,,,,,,,,,
simple,85C655,SMART QLED PRO 85P UHD GOOGLE TV 85C655,1,0,visible,,,,15999,,"https://electroclub.ma/12557-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12559-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12560-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12561-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,Tcl,1,1,Reference fournisseur,85C655,1,1,Garantie,1 ANS,1,1,Marque,TCL,1,1,Type d&#039;ecran,QLED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,85,1,1,Type du rectroeclairage,Qled,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840 x 2160,1,1,Fluidite de l&#039;image,144 HZ,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Coloris,Noir,1,1,Dimension avec pied,1887 x 1122 x 418 mm,1,1,Dimension sans pied,1887 x 1084 x 17-39 mm,1,1,Système d&#039;exploitation,GoogleTV,1,1,Dolby audio,OUI,1,1,HDR,HDR10 / HLG,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,43LM6370PVA,TV  LG 43P LED FHD 43LM6370PVA,1,0,visible,,,,2899,,"https://electroclub.ma/11955-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/11954-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/11956-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/11957-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/11958-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",TV - Son,,Marque,Lg,1,1,Reference fournisseur,43LM6370PVA,1,1,Garantie,1 an,1,1,Type d&#039;ecran,Flat,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,43 Pouces,1,1,Type du rectroeclairage,Led,1,1,Norme hd,Full HD,1,1,Resolution de l&#039;affichage,1920 x 1080,1,1,Fluidite de l&#039;image,50,1,1,Tuner,OUI,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,3,1,1,Entree usb,2,1,1,Entree rca,Oui,1,1,Entree vga,Non,1,1,Interface ci,Oui,1,1,Bluetooth,Oui,1,1,Fonction enregistreur (pvr),Oui,1,1,Coloris,Noir,1,1,Connectivite,Oui,1,1,Fluidité de l&#039;image ( Hz ),50,1,1,Entrée optique RJ45,OUI,1,1,Wifi integrée,OUI,1,1,Dimension avec pied ( cm ),97.3 x 62.3 x 21.6,1,1,Dimension sans pied ( cm ),96.4 x 55.9 x 6,1,1,Poids (KG),8.1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,75C655,SMART QLED PRO 75P UHD GOOGLE TV 75C655,1,0,visible,,,,10599,,"https://electroclub.ma/12566-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12562-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12563-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12564-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,Tcl,1,1,Reference fournisseur,75C655,1,1,Garantie,1 ANS,1,1,Marque,TCL,1,1,Type d&#039;ecran,QLED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,85,1,1,Type du rectroeclairage,Qled,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840 x 2160,1,1,Fluidite de l&#039;image,144 HZ,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Coloris,Noir,1,1,Dimension avec pied,1673.2 x 1047.9 x 341.1 mm,1,1,Dimension sans pied,1673.2 x 958.2 x 59.9 mm,1,1,Système d&#039;exploitation,GoogleTV,1,1,Dolby audio,OUI,1,1,HDR,HDR10 / HLG,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,98C655,SMART QLED PRO 98P UHD GOOGLE TV 98C655,1,0,visible,,,,32499,,"https://electroclub.ma/12570-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12567-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12568-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12569-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,Tcl,1,1,Reference fournisseur,98C655,1,1,Garantie,1 ANS,1,1,Marque,TCL,1,1,Type d&#039;ecran,QLED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,98,1,1,Type du rectroeclairage,Qled,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840 x 2160,1,1,Fluidite de l&#039;image,144 HZ,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Coloris,Noir,1,1,Dimension avec pied,2179*1289*420,1,1,Dimension sans pied,2179*1248*71,1,1,Système d&#039;exploitation,GoogleTV,1,1,Dolby audio,OUI,1,1,HDR,HDR10 / HLG,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,65Q80D,TV SAMSUNG 65P QLED UHD (4k) 65Q80D,1,0,visible,,,,11999,,"https://electroclub.ma/12775-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/12774-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/12771-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/12772-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/12773-large_default/smart-tv-led-55p-uhd-samsung.jpg",Not found,,Marque,Samsung,1,1,Reference fournisseur,65Q80D,1,1,Garantie,1 an,1,1,Type d&#039;ecran,Flat,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,65 Pouces,1,1,Type du rectroeclairage,Qled,1,1,Norme hd,Uhd (4k),1,1,Resolution de l&#039;affichage,3840×2160,1,1,Fluidite de l&#039;image,120,1,1,Fluidite constructeur,NON,1,1,Tuner,DVB- T2S2,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Entree prise peritel,Non,1,1,Entree rca,NON,1,1,Entree vga,Non,1,1,Interface ci,Oui,1,1,Entree optique,Oui,1,1,Wifi integre,Oui,1,1,Bluetooth,Oui,1,1,Fonction enregistreur (pvr),Oui,1,1,Coloris,Noir,1,1,Dimension avec pied,1450.9 X 869.6 X 281.8 MM (LXHXP),1,1,Dimension sans pied,1450.9 x 831.4 x 25.7 mm,1,1,Technologie éclairage,Qled,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,H50S80EUX,SMART TV QLED 50P UHD H50S80EUX,1,0,visible,,,,4499,,"https://electroclub.ma/12788-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12791-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12792-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12787-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12789-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,Haier,1,1,Reference fournisseur,H50S80EUX,1,1,Garantie,2 ans,1,1,Marque,HAIER,1,1,Type d&#039;ecran,QLED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,50 Pouces,1,1,Type du rectroeclairage,Qled,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840×2160,1,1,Fluidite de l&#039;image,60,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Entree rca,NON,1,1,Bluetooth,Oui,1,1,Coloris,Noir,1,1,Dimension avec pied,111.9 X 71 X 19.9,1,1,Dimension sans pied,1116.8 x 644.2 x 59.9 mm,1,1,Technologie éclairage,LED directe,1,1,Connectivite,Oui,1,1,Wifi integrée,OUI,1,1,Récepteur intégré,OUI,1,1,TNT,OUI,1,1,Dolby audio,OUI,1,1,Android 11,OUI,1,1,Smart Remote Control,OUI,1,1,Google Assistant,OUI,1,1,Category,GoogleTV,1,1,,,,,,,,,,,,,,,,,,,,
simple,H65S80EUX,SMART TV QLED 65P UHD H65S80EUX,1,0,visible,,,,6999,,"https://electroclub.ma/12800-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12797-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12798-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12795-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12799-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,Haier,1,1,Reference fournisseur,H65S80EUX,1,1,Garantie,2 ans,1,1,Marque,HAIER,1,1,Type d&#039;ecran,QLED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,65 Pouces,1,1,Type du rectroeclairage,Qled,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840×2160,1,1,Fluidite de l&#039;image,60,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Entree rca,NON,1,1,Bluetooth,Oui,1,1,Coloris,Noir,1,1,Dimension avec pied,1450.9 X 869.6 X 281.8 MM (LXHXP),1,1,Dimension sans pied,1450.9 x 831.4 x 25.7 mm,1,1,Technologie éclairage,LED directe,1,1,Connectivite,Oui,1,1,Wifi integrée,OUI,1,1,Récepteur intégré,OUI,1,1,TNT,OUI,1,1,Dolby audio,OUI,1,1,Android 11,OUI,1,1,Smart Remote Control,OUI,1,1,Google Assistant,OUI,1,1,Category,GoogleTV,1,1,,,,,,,,,,,,,,,,,,,,
simple,65QN85D,TV SAMSUNG 65P NEOQLED UHD 65QN85D,1,0,visible,,,,11999,,"https://electroclub.ma/13057-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/13049-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/13048-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/13050-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/13051-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg",4K UHD,,Marque,Samsung,1,1,Garantie,1 an,1,1,Type d&#039;ecran,NEO QLED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,65 Pouces,1,1,Type du rectroeclairage,NEO QLED,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840x2160,1,1,Fluidite constructeur,Motion Plus,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Entree rca,Oui,1,1,Interface ci,Oui,1,1,Bluetooth,Oui,1,1,Système d&#039;exploitation,Tizen™,1,1,Connectivite,Oui,1,1,Technologie,Crystal 4K,1,1,Fluidité de l&#039;image ( Hz ),100,1,1,Turner,OUI,1,1,Entrée optique RJ45,OUI,1,1,Wifi integrée,OUI,1,1,Fonction enregistreur PVR,OUI,1,1,Vidéo,HDR/HDR 10+/HLG/Mega Contrast/PurColor,1,1,Audio,Dolby Digital Plus,1,1,Dimension avec pied ( cm ),145.1 x 87.4 x 28.9,1,1,Dimension sans pied ( cm ),145.1 x 83.9 x 2.6,1,1,Indice de qualité ( PQI ),2000,1,1,Processeur,Processeur α7 Gen6 AI 4K,1,1,Poids (KG),20.8,1,1,HDR,HDR10 / HLG,1,1,,,,,,,,,,,,
simple,50C655,SMART QLED 50P UHD GOOGLE TV 50C655,1,0,visible,,,,4599,,"https://electroclub.ma/13161-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13162-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13163-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13164-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13165-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,Tcl,1,1,Reference fournisseur,50C655,1,1,Garantie,1 ANS,1,1,Marque,TCL,1,1,Type d&#039;ecran,LED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,50 Pouces,1,1,Type du rectroeclairage,Qled,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840 x 2160,1,1,Entree hdmi,3,1,1,Entree usb,2,1,1,Coloris,Noir,1,1,Système d&#039;exploitation,GoogleTV,1,1,Hauteur (cm),68 cm,1,1,Largeur (cm),112 cm,1,1,Profondeur (cm),29,1,1,Type de conception,Frameless,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,55C655,SMART QLED 55P UHD GOOGLE TV 55C655,1,0,visible,,,,5399,,"https://electroclub.ma/13177-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13176-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13178-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13179-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13180-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,Tcl,1,1,Reference fournisseur,55C655,1,1,Garantie,1 ANS,1,1,Marque,TCL,1,1,Type d&#039;ecran,LED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,55 Pouces,1,1,Type du rectroeclairage,Qled,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,1920 x 1080,1,1,Entree hdmi,3,1,1,Entree usb,2,1,1,Coloris,Noir,1,1,Système d&#039;exploitation,GoogleTV,1,1,Hauteur (cm),76 cm,1,1,Largeur (cm),122 cm,1,1,Profondeur (cm),29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,65C655,SMART QLED 65P UHD GOOGLE TV 65C655,1,0,visible,,,,7599,,"https://electroclub.ma/13192-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13191-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13193-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13194-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13195-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,Tcl,1,1,Reference fournisseur,65C655,1,1,Garantie,1 ANS,1,1,Marque,TCL,1,1,Type d&#039;ecran,LED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,65 Pouces,1,1,Type du rectroeclairage,Qled,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840 x 2160,1,1,Entree hdmi,3,1,1,Entree usb,2,1,1,Coloris,Noir,1,1,Système d&#039;exploitation,GoogleTV,1,1,Hauteur (cm),88 cm,1,1,Largeur (cm),144 cm,1,1,Profondeur (cm),29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,50DU8000,TV SAMSUNG 50P LED UHD  (4k) 50DU8000,1,0,visible,,,,4699,,"https://electroclub.ma/13370-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/10510-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/10512-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/10513-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/10514-large_default/smart-tv-led-55p-uhd-samsung.jpg",Not found,,Marque,Samsung,1,1,Reference fournisseur,50DU8000,1,1,Garantie,1 an,1,1,Type d&#039;ecran,Flat,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,50 Pouces,1,1,Type du rectroeclairage,Led,1,1,Norme hd,Uhd (4k),1,1,Resolution de l&#039;affichage,3840×2160,1,1,Fluidite de l&#039;image,50,1,1,Fluidite constructeur,NON,1,1,Tuner,DVB-T2/C/S2,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,3,1,1,Entree usb,2,1,1,Entree prise peritel,Non,1,1,Entree rca,NON,1,1,Entree vga,Non,1,1,Interface ci,Oui,1,1,Entree optique,Oui,1,1,Wifi integre,Oui,1,1,Bluetooth,Oui,1,1,Fonction enregistreur (pvr),Oui,1,1,Coloris,Noir,1,1,Dimension avec pied,111.9 X 71 X 19.9,1,1,Dimension sans pied,644.1 X 1118.3 X 25.7 MM (HXLXP),1,1,Poids (KG),16,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
